movie_id,title,mean,count
527,Gandhi (1982),4.02051282051282,195
490,To Catch a Thief (1955),4.02,50
60,Three Colors: Blue (1993),4.015625,64
604,It Happened One Night (1934),4.012345679012346,81
275,Sense and Sensibility (1995),4.0111940298507465,268
1039,Hamlet (1996),4.011111111111111,90
181,Return of the Jedi (1983),4.007889546351085,507
198,Nikita (La Femme Nikita) (1990),4.0078740157480315,127
96,Terminator 2: Judgment Day (1991),4.0067796610169495,295
430,Duck Soup (1933),4.0,93
505,Dial M for Murder (1954),4.0,68
494,His Girl Friday (1940),4.0,56
512,Wings of Desire (1987),4.0,57
8,Babe (1995),3.9954337899543377,219
523,Cool Hand Luke (1967),3.9939024390243905,164
705,Singin' in the Rain (1952),3.9927007299270074,137
205,Patton (1970),3.9926470588235294,136
242,Kolya (1996),3.9914529914529915,117
156,Reservoir Dogs (1992),3.9864864864864864,148
213,"Room with a View, A (1986)",3.985074626865672,134
482,Some Like It Hot (1959),3.984375,128
529,My Life as a Dog (Mitt liv som hund) (1985),3.978494623655914,93
607,Rebecca (1940),3.9696969696969697,66
135,2001: A Space Odyssey (1968),3.969111969111969,259
516,Local Hero (1983),3.9682539682539684,63
14,"Postino, Il (1994)",3.9672131147540983,183
297,Ulee's Gold (1997),3.96,50
19,Antonia's Line (1995),3.9565217391304346,69
499,Cat on a Hot Tin Roof (1958),3.9516129032258065,62
182,GoodFellas (1990),3.9513274336283186,226
435,Butch Cassidy and the Sundance Kid (1969),3.949074074074074,216
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665,96
176,Aliens (1986),3.9471830985915495,284
208,Young Frankenstein (1974),3.945,200
510,"Magnificent Seven, The (1954)",3.9421487603305785,121
86,"Remains of the Day, The (1993)",3.94,150
429,"Day the Earth Stood Still, The (1951)",3.9381443298969074,97
481,"Apartment, The (1960)",3.9365079365079363,63
736,Shadowlands (1993),3.9358974358974357,78
246,Chasing Amy (1997),3.935483870967742,124
195,"Terminator, The (1984)",3.9335548172757475,301
28,Apollo 13 (1995),3.931159420289855,276
210,Indiana Jones and the Last Crusade (1989),3.930513595166163,331
707,Enchanted April (1991),3.9285714285714284,70
269,"Full Monty, The (1997)",3.926984126984127,315
531,Shine (1996),3.9224806201550386,129
193,"Right Stuff, The (1983)",3.917197452229299,157
196,Dead Poets Society (1989),3.9163346613545817,251
211,M*A*S*H (1970),3.912621359223301,206
317,In the Name of the Father (1993),3.911764705882353,102
514,Annie Hall (1977),3.911111111111111,180
216,When Harry Met Sally... (1989),3.910344827586207,290
179,"Clockwork Orange, A (1971)",3.909502262443439,221
87,Searching for Bobby Fischer (1993),3.9057971014492754,138
209,This Is Spinal Tap (1984),3.905759162303665,191
663,Being There (1979),3.9051724137931036,116
137,Big Night (1996),3.9005847953216373,171
632,Sophie's Choice (1982),3.896551724137931,58
9,Dead Man Walking (1995),3.8963210702341136,299
813,"Celluloid Closet, The (1995)",3.892857142857143,56
652,Rosencrantz and Guildenstern Are Dead (1990),3.888888888888889,90
475,Trainspotting (1996),3.884,250
655,Stand by Me (1986),3.881057268722467,227
1,Toy Story (1995),3.8783185840707963,452
171,Delicatessen (1991),3.876923076923077,65
238,Raising Arizona (1987),3.875,256
144,Die Hard (1988),3.8724279835390947,243
133,Gone with the Wind (1939),3.871345029239766,171
203,Unforgiven (1992),3.868131868131868,182
61,Three Colors: White (1994),3.864406779661017,59
492,East of Eden (1955),3.864406779661017,59
265,"Hunt for Red October, The (1990)",3.8634361233480177,227
177,"Good, The Bad and The Ugly, The (1966)",3.8613138686131387,137
463,"Secret of Roan Inish, The (1994)",3.859154929577465,71
506,Rebel Without a Cause (1955),3.8555555555555556,90
750,Amistad (1997),3.8548387096774195,124
735,Philadelphia (1993),3.854014598540146,137
69,Forrest Gump (1994),3.853582554517134,321
509,My Left Foot (1989),3.8512396694214877,121
11,Seven (Se7en) (1995),3.847457627118644,236
497,Bringing Up Baby (1938),3.838235294117647,68
186,"Blues Brothers, The (1980)",3.8366533864541834,251
434,Forbidden Planet (1956),3.8358208955223883,67
204,Back to the Future (1985),3.834285714285714,350
521,"Deer Hunter, The (1978)",3.8333333333333335,120
423,E.T. the Extra-Terrestrial (1982),3.8333333333333335,300
10,Richard III (1995),3.831460674157303,89
526,Ben-Hur (1959),3.8306451612903225,124
150,Swingers (1996),3.828025477707006,157
200,"Shining, The (1980)",3.825242718446602,206
116,Cold Comfort Farm (1995),3.824,125
129,Bound (1996),3.8217054263565893,129
504,Bonnie and Clyde (1967),3.819672131147541,122
207,Cyrano de Bergerac (1990),3.8181818181818183,66
1073,Shallow Grave (1994),3.8181818181818183,66
428,Harold and Maude (1971),3.8181818181818183,121
175,Brazil (1985),3.8173076923076925,208
507,"Streetcar Named Desire, A (1951)",3.816326530612245,98
485,My Fair Lady (1964),3.816,125
228,Star Trek: The Wrath of Khan (1982),3.8155737704918034,244
95,Aladdin (1992),3.8127853881278537,219
443,"Birds, The (1963)",3.808641975308642,162
126,"Spitfire Grill, The (1996)",3.804123711340206,97
42,Clerks (1994),3.804054054054054,148
462,Like Water For Chocolate (Como agua para chocolate) (1992),3.804054054054054,148
258,Contact (1997),3.8035363457760316,509
293,Donnie Brasco (1997),3.802721088435374,147
969,Winnie the Pooh and the Blustery Day (1968),3.8,75
7,Twelve Monkeys (1995),3.798469387755102,392
486,Sabrina (1954),3.796875,64
97,Dances with Wolves (1990),3.79296875,256
684,In the Line of Fire (1993),3.7928994082840237,169
268,Chasing Amy (1997),3.792156862745098,255
588,Beauty and the Beast (1991),3.792079207920792,202
919,"City of Lost Children, The (1995)",3.7916666666666665,96
491,"Adventures of Robin Hood, The (1938)",3.791044776119403,67
32,Crumb (1994),3.7901234567901234,81
153,"Fish Called Wanda, A (1988)",3.785425101214575,247
71,"Lion King, The (1994)",3.7818181818181817,220
15,Mr. Holland's Opus (1995),3.7781569965870307,293
469,Short Cuts (1993),3.7761194029850746,67
234,Jaws (1975),3.775,280
1101,Six Degrees of Separation (1993),3.77027027027027,74
432,Fantasia (1940),3.7701149425287355,174
517,Manhattan (1979),3.769230769230769,91
52,"Madness of King George, The (1994)",3.769230769230769,91
298,Face/Off (1997),3.768041237113402,194
143,"Sound of Music, The (1965)",3.765765765765766,222
660,Fried Green Tomatoes (1991),3.764705882352941,153
202,Groundhog Day (1993),3.7642857142857142,280
154,Monty Python's Life of Brian (1979),3.7471264367816093,174
257,Men in Black (1997),3.745874587458746,303
614,Giant (1956),3.7450980392156863,51
425,Bob Roberts (1992),3.7411764705882353,85
221,Breaking the Waves (1996),3.72972972972973,74
855,Diva (1981),3.727272727272727,66
847,Looking for Richard (1996),3.727272727272727,55
131,Breakfast at Tiffany's (1961),3.7263157894736842,95
419,Mary Poppins (1964),3.7247191011235956,178
93,Welcome to the Dollhouse (1995),3.7232142857142856,112
378,Miracle on 34th Street (1994),3.722772277227723,101
792,Bullets Over Broadway (1994),3.7209302325581395,86
82,Jurassic Park (1993),3.7203065134099615,261
283,Emma (1996),3.7175141242937855,177
262,In the Company of Men (1997),3.712121212121212,66
237,Jerry Maguire (1996),3.7109375,384
99,Snow White and the Seven Dwarfs (1937),3.7093023255813953,172
55,"Professional, The (1994)",3.704697986577181,149
502,Bananas (1971),3.7017543859649122,57
602,"American in Paris, An (1951)",3.7,50
215,Field of Dreams (1989),3.69811320754717,212
276,Leaving Las Vegas (1995),3.697986577181208,298
117,"Rock, The (1996)",3.693121693121693,378
157,Platoon (1986),3.6929133858267718,127
433,Heathers (1989),3.690058479532164,171
303,Ulee's Gold (1997),3.6865671641791047,134
282,"Time to Kill, A (1996)",3.685344827586207,232
188,Full Metal Jacket (1987),3.6823529411764704,170
686,"Perfect World, A (1993)",3.68,50
311,"Wings of the Dove, The (1997)",3.68,75
699,Little Women (1994),3.676470588235294,102
248,Grosse Pointe Blank (1997),3.675,160
404,Pinocchio (1940),3.6732673267326734,101
558,Heavenly Creatures (1994),3.6714285714285713,70
292,Rosewood (1997),3.6666666666666665,114
420,Alice in Wonderland (1951),3.6666666666666665,81
470,Tombstone (1993),3.6666666666666665,108
746,Real Genius (1985),3.6638655462184873,119
70,Four Weddings and a Funeral (1994),3.6613545816733066,251
495,Around the World in 80 Days (1956),3.6610169491525424,59
1119,Some Kind of Wonderful (1987),3.6610169491525424,59
222,Star Trek: First Contact (1996),3.66027397260274,365
286,"English Patient, The (1996)",3.656964656964657,481
344,"Apostle, The (1997)",3.6545454545454548,55
518,Miller's Crossing (1990),3.651685393258427,89
732,Dave (1993),3.65,180
693,Casino (1995),3.6483516483516483,91
568,Speed (1994),3.6478260869565218,230
58,Quiz Show (1994),3.645714285714286,175
742,Ransom (1996),3.644194756554307,267
305,"Ice Storm, The (1997)",3.6436781609195403,87
346,Jackie Brown (1997),3.642857142857143,126
152,Sleeper (1973),3.6341463414634148,82
151,Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326
300,Air Force One (1997),3.6310904872389793,431
31,Crimson Tide (1995),3.6298701298701297,154
692,"American President, The (1995)",3.6280487804878048,164
631,"Crying Game, The (1992)",3.6218487394957983,119
461,Smoke (1995),3.6216216216216215,74
92,True Romance (1993),3.6153846153846154,104
713,Othello (1995),3.611111111111111,72
471,Courage Under Fire (1996),3.6108597285067874,221
887,Eve's Bayou (1997),3.609375,64
47,Ed Wood (1994),3.601503759398496,133
582,"Piano, The (1993)",3.6011904761904763,168
591,Primal Fear (1996),3.601123595505618,178
310,"Rainmaker, The (1997)",3.6,145
939,Murder in the First (1995),3.6,60
466,Red Rock West (1992),3.5961538461538463,52
270,Gattaca (1997),3.5955882352941178,136
508,"People vs. Larry Flynt, The (1996)",3.5953488372093023,215
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",3.5945945945945947,111
421,William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106
333,"Game, The (1997)",3.593625498007968,251
287,Marvin's Room (1996),3.58974358974359,78
164,"Abyss, The (1989)",3.589403973509934,151
91,"Nightmare Before Christmas, The (1993)",3.5874125874125875,143
340,Boogie Nights (1997),3.5873015873015874,189
609,Father of the Bride (1950),3.5833333333333335,60
418,Cinderella (1950),3.5813953488372094,129
566,Clear and Present Danger (1994),3.569832402234637,179
710,Better Off Dead... (1985),3.569620253164557,79
273,Heat (1995),3.569506726457399,223
549,Rob Roy (1995),3.5652173913043477,92
465,"Jungle Book, The (1994)",3.5647058823529414,85
385,True Lies (1994),3.5625,208
125,Phenomenon (1996),3.557377049180328,244
162,On Golden Pond (1981),3.556603773584906,106
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.5555555555555554,54
81,"Hudsucker Proxy, The (1994)",3.5545454545454547,110
163,"Return of the Pink Panther, The (1974)",3.5543478260869565,92
778,Don Juan DeMarco (1995),3.5526315789473686,76
4,Get Shorty (1995),3.550239234449761,209
381,Muriel's Wedding (1994),3.55,100
66,While You Were Sleeping (1995),3.549382716049383,162
241,"Last of the Mohicans, The (1992)",3.546875,128
584,"Secret Garden, The (1993)",3.5443037974683542,79
392,"Man Without a Face, The (1993)",3.5441176470588234,68
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665,72
88,Sleepless in Seattle (1993),3.539906103286385,213
331,"Edge, The (1997)",3.5398230088495577,113
65,What's Eating Gilbert Grape (1993),3.5391304347826087,115
128,Supercop (1992),3.5384615384615383,65
304,Fly Away Home (1996),3.5369127516778525,149
431,Highlander (1986),3.5359477124183005,153
436,"American Werewolf in London, An (1981)",3.5353535353535355,99
414,My Favorite Year (1982),3.532258064516129,62
1012,Private Parts (1997),3.53,100
673,Cape Fear (1962),3.5232558139534884,86
201,Evil Dead II (1987),3.5168539325842696,89
307,"Devil's Advocate, The (1997)",3.515957446808511,188
993,Hercules (1997),3.515151515151515,66
628,Sleepers (1996),3.514792899408284,169
239,Sneakers (1992),3.513333333333333,150
347,Wag the Dog (1997),3.510948905109489,137
447,Carrie (1976),3.5041322314049586,121
274,Sabrina (1995),3.5,190
141,"20,000 Leagues Under the Sea (1954)",3.5,72
501,Dumbo (1941),3.4959349593495936,123
1065,Koyaanisqatsi (1983),3.490566037735849,53
724,Circle of Friends (1995),3.486842105263158,76
354,"Wedding Singer, The (1998)",3.486111111111111,72
111,"Truth About Cats & Dogs, The (1996)",3.485294117647059,272
416,Old Yeller (1957),3.484375,64
642,"Grifters, The (1990)",3.4831460674157304,89
161,Top Gun (1986),3.481818181818182,220
729,Nell (1994),3.4814814814814814,81
250,"Fifth Element, The (1997)",3.4771573604060912,197
740,Jane Eyre (1996),3.4761904761904763,63
708,"Sex, Lies, and Videotape (1989)",3.4752475247524752,101
147,"Long Kiss Goodnight, The (1996)",3.4702702702702704,185
73,Maverick (1994),3.46875,128
959,Dazed and Confused (1993),3.46875,64
845,That Thing You Do! (1996),3.465909090909091,176
277,Restoration (1995),3.464788732394366,71
402,Ghost (1990),3.4647058823529413,170
160,Glengarry Glen Ross (1992),3.463768115942029,69
332,Kiss the Girls (1997),3.4615384615384617,143
747,Benny & Joon (1993),3.4607843137254903,102
727,Immortal Beloved (1994),3.4603174603174605,63
806,Menace II Society (1993),3.46,50
1016,Con Air (1997),3.45985401459854,137
367,Clueless (1995),3.458823529411765,170
690,Seven Years in Tibet (1997),3.458064516129032,155
51,Legends of the Fall (1994),3.45679012345679,81
212,"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92
744,Michael Collins (1996),3.4565217391304346,92
218,Cape Fear (1991),3.456140350877193,171
33,Desperado (1995),3.4536082474226806,97
26,"Brothers McMullen, The (1995)",3.452054794520548,73
741,"Last Supper, The (1995)",3.4482758620689653,58
24,Rumble in the Bronx (1995),3.4482758620689653,174
230,Star Trek IV: The Voyage Home (1986),3.4472361809045227,199
721,Mallrats (1995),3.4444444444444446,54
25,"Birdcage, The (1996)",3.4436860068259385,293
288,Scream (1996),3.4414225941422596,478
121,Independence Day (ID4) (1996),3.438228438228438,429
184,Army of Darkness (1993),3.4310344827586206,116
109,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,130
403,Batman (1989),3.427860696517413,201
751,Tomorrow Never Dies (1997),3.4277777777777776,180
662,Somewhere in Time (1980),3.426829268292683,82
538,Anastasia (1997),3.4242424242424243,66
328,Conspiracy Theory (1997),3.4237288135593222,295
616,Night of the Living Dead (1968),3.421875,64
13,Mighty Aphrodite (1995),3.4184782608695654,184
68,"Crow, The (1994)",3.417910447761194,134
658,Pump Up the Volume (1990),3.4177215189873418,79
20,Angels and Insects (1995),3.4166666666666665,72
393,Mrs. Doubtfire (1993),3.4114583333333335,192
76,Carlito's Way (1993),3.4074074074074074,54
295,Breakdown (1997),3.4025974025974026,77
345,Deconstructing Harry (1997),3.4,65
649,Once Upon a Time in America (1984),3.4,50
924,White Squall (1996),3.4,85
762,Beautiful Girls (1996),3.391304347826087,115
763,Happy Gilmore (1996),3.389261744966443,149
448,"Omen, The (1976)",3.388235294117647,85
770,Devil in a Blue Dress (1995),3.3859649122807016,57
754,Red Corner (1997),3.3859649122807016,57
387,"Age of Innocence, The (1993)",3.3846153846153846,65
356,"Client, The (1994)",3.381443298969072,97
206,Akira (1988),3.38,50
596,"Hunchback of Notre Dame, The (1996)",3.377952755905512,127
327,Cop Land (1997),3.3771428571428572,175
1009,Stealing Beauty (1996),3.375,64
291,Absolute Power (1997),3.37007874015748,127
220,"Mirror Has Two Faces, The (1996)",3.3636363636363638,66
255,My Best Friend's Wedding (1997),3.36046511627907,172
326,G.I. Jane (1997),3.36,175
334,U Turn (1997),3.359375,64
685,Executive Decision (1996),3.356687898089172,157
226,Die Hard 2 (1990),3.355421686746988,166
214,Pink Floyd - The Wall (1982),3.3508771929824563,114
451,Grease (1978),3.347058823529412,170
44,Dolores Claiborne (1994),3.3417721518987342,79
949,How to Make an American Quilt (1995),3.3380281690140845,71
629,Victor/Victoria (1982),3.3376623376623376,77
676,"Crucible, The (1996)",3.3376623376623376,77
380,Star Trek: Generations (1994),3.336206896551724,116
781,French Kiss (1995),3.3333333333333335,84
625,"Sword in the Stone, The (1963)",3.3292682926829267,82
739,Pretty Woman (1990),3.323170731707317,164
49,I.Q. (1994),3.3209876543209877,81
866,Michael (1996),3.319327731092437,119
405,Mission: Impossible (1996),3.313953488372093,344
468,Rudy (1993),3.3125,64
755,Jumanji (1995),3.3125,96
301,In & Out (1997),3.3043478260869565,230
399,"Three Musketeers, The (1993)",3.303370786516854,89
5,Copycat (1995),3.302325581395349,86
233,Under Siege (1992),3.2903225806451615,124
553,"Walk in the Clouds, A (1995)",3.2857142857142856,63
550,Die Hard: With a Vengeance (1995),3.2847682119205297,151
227,Star Trek VI: The Undiscovered Country (1991),3.279503105590062,161
77,"Firm, The (1993)",3.2781456953642385,151
715,To Die For (1995),3.2758620689655173,87
319,Everyone Says I Love You (1996),3.2738095238095237,168
879,"Peacemaker, The (1997)",3.2720588235294117,136
39,Strange Days (1995),3.264367816091954,87
101,Heavy Metal (1981),3.26027397260274,73
455,Jackie Chan's First Strike (1996),3.2551724137931033,145
249,Austin Powers: International Man of Mystery (1997),3.246153846153846,130
636,Escape from New York (1981),3.241758241758242,91
54,Outbreak (1995),3.2403846153846154,104
1017,Trees Lounge (1996),3.24,50
123,"Frighteners, The (1996)",3.234782608695652,115
278,Bed of Roses (1996),3.2333333333333334,60
271,Starship Troopers (1997),3.2322274881516586,211
815,One Fine Day (1996),3.232142857142857,112
159,Basic Instinct (1992),3.227722772277228,101
627,Robin Hood: Prince of Thieves (1991),3.2266666666666666,75
1011,2 Days in the Valley (1996),3.225806451612903,93
898,"Postman, The (1997)",3.2241379310344827,58
581,Kalifornia (1993),3.2203389830508473,59
895,Scream 2 (1997),3.2169811320754715,106
118,Twister (1996),3.2150170648464163,293
140,Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61
477,Matilda (1996),3.210526315789474,95
232,Young Guns (1988),3.207920792079208,101
2,GoldenEye (1995),3.2061068702290076,131
148,"Ghost and the Darkness, The (1996)",3.203125,128
72,"Mask, The (1994)",3.193798449612403,129
1041,Forget Paris (1995),3.193548387096774,62
280,Up Close and Personal (1996),3.1882352941176473,85
559,Interview with the Vampire (1994),3.1824817518248176,137
749,"MatchMaker, The (1997)",3.176470588235294,51
619,Extreme Measures (1996),3.171875,64
219,"Nightmare on Elm Street, A (1984)",3.171171171171171,111
880,Soul Food (1997),3.169491525423729,59
535,Addicted to Love (1997),3.1666666666666665,54
371,"Bridges of Madison County, The (1995)",3.1641791044776117,67
864,My Fellow Americans (1996),3.1627906976744184,86
312,Midnight in the Garden of Good and Evil (1997),3.1625,80
1035,Cool Runnings (1993),3.161764705882353,68
284,Tin Cup (1996),3.160621761658031,193
217,Bram Stoker's Dracula (1992),3.158333333333333,120
294,Liar Liar (1997),3.156701030927835,485
716,Home for the Holidays (1995),3.1551724137931036,58
544,Things to Do in Denver when You're Dead (1995),3.1549295774647885,71
578,Demolition Man (1993),3.152173913043478,92
597,Eraser (1996),3.150485436893204,206
689,"Jackal, The (1997)",3.1494252873563218,87
946,"Fox and the Hound, The (1981)",3.1475409836065573,61
281,"River Wild, The (1994)",3.143835616438356,146
409,Jack (1996),3.142857142857143,70
62,Stargate (1994),3.141732283464567,127
696,City Hall (1996),3.1392405063291138,79
324,Lost Highway (1997),3.136,125
321,Mother (1996),3.1301775147928996,169
102,"Aristocats, The (1970)",3.1296296296296298,54
410,Kingpin (1996),3.1296296296296298,162
473,James and the Giant Peach (1996),3.126984126984127,126
748,"Saint, The (1997)",3.1234177215189876,316
458,Nixon (1995),3.1222222222222222,90
17,From Dusk Till Dawn (1996),3.119565217391304,92
928,"Craft, The (1996)",3.1153846153846154,104
290,Fierce Creatures (1997),3.1145833333333335,96
229,Star Trek III: The Search for Spock (1984),3.111111111111111,171
245,"Devil's Own, The (1997)",3.1083333333333334,240
27,Bad Boys (1995),3.1052631578947367,57
155,Dirty Dancing (1987),3.1020408163265305,98
570,Wyatt Earp (1994),3.1,50
63,"Santa Clause, The (1994)",3.097560975609756,82
343,Alien: Resurrection (1997),3.096774193548387,124
417,"Parent Trap, The (1961)",3.095890410958904,73
595,"Fan, The (1996)",3.09375,64
94,Home Alone (1990),3.0875912408759123,137
322,Murder at 1600 (1997),3.0871559633027523,218
472,Dragonheart (1996),3.0822784810126582,158
712,Tin Men (1987),3.0784313725490198,51
108,Kids in the Hall: Brain Candy (1996),3.076923076923077,65
768,Casper (1995),3.076923076923077,52
886,"Life Less Ordinary, A (1997)",3.0754716981132075,53
142,Bedknobs and Broomsticks (1971),3.0701754385964914,57
561,Mary Shelley's Frankenstein (1994),3.0677966101694913,59
1014,Romy and Michele's High School Reunion (1997),3.061224489795918,98
682,I Know What You Did Last Summer (1997),3.06,100
90,So I Married an Axe Murderer (1993),3.0526315789473686,95
67,Ace Ventura: Pet Detective (1994),3.0485436893203883,103
679,Conan the Barbarian (1981),3.046728971962617,107
1028,Grumpier Old Men (1995),3.0405405405405403,148
825,"Arrival, The (1996)",3.036144578313253,83
85,"Ref, The (1994)",3.0344827586206895,58
449,Star Trek: The Motion Picture (1979),3.034188034188034,117
3,Four Rooms (1995),3.033333333333333,90
546,Broken Arrow (1996),3.031496062992126,254
640,"Cook the Thief His Wife & Her Lover, The (1989)",3.024390243902439,82
720,First Knight (1995),3.0232558139534884,86
576,Cliffhanger (1993),3.021505376344086,93
702,Barcelona (1994),3.018867924528302,53
476,"First Wives Club, The (1996)",3.01875,160
1048,She's the One (1996),3.0136986301369864,73
38,"Net, The (1995)",3.0083333333333333,120
780,Dumb & Dumber (1994),3.0,69
737,Sirens (1994),2.983050847457627,59
289,Evita (1996),2.9806949806949805,259
873,Picture Perfect (1997),2.962962962962963,81
1074,Reality Bites (1994),2.961038961038961,77
167,Private Benjamin (1980),2.955223880597015,67
53,Natural Born Killers (1994),2.953125,128
252,"Lost World: Jurassic Park, The (1997)",2.9430379746835444,158
323,Dante's Peak (1997),2.933333333333333,240
299,Hoodlum (1997),2.9315068493150687,73
722,Nine Months (1995),2.9310344827586206,58
934,"Preacher's Wife, The (1996)",2.926470588235294,68
342,"Man Who Knew Too Little, The (1997)",2.923076923076923,52
411,"Nutty Professor, The (1996)",2.914110429447853,163
790,Tommy Boy (1995),2.909090909090909,66
225,101 Dalmatians (1996),2.908256880733945,109
756,Father of the Bride Part II (1995),2.8984375,128
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633,57
106,Diabolique (1996),2.887323943661972,71
823,Mulholland Falls (1996),2.8780487804878048,82
235,Mars Attacks! (1996),2.847926267281106,217
1047,Multiplicity (1996),2.8358208955223883,134
665,Alien 3 (1992),2.83,100
717,"Juror, The (1996)",2.817073170731707,82
386,Addams Family Values (1993),2.8160919540229883,87
396,Serial Mom (1994),2.814814814814815,54
678,Volcano (1997),2.808219178082192,219
554,Waterworld (1995),2.803921568627451,102
401,"Brady Bunch Movie, The (1995)",2.8026315789473686,76
240,Beavis and Butt-head Do America (1996),2.7884615384615383,156
384,Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174,69
139,"Love Bug, The (1969)",2.78,50
820,Space Jam (1996),2.774193548387097,93
827,Daylight (1996),2.7719298245614037,57
80,Hot Shots! Part Deux (1993),2.764705882352941,68
21,Muppet Treasure Island (1996),2.761904761904762,84
892,Flubber (1997),2.7547169811320753,53
391,Last Action Hero (1993),2.7457627118644066,59
264,Mimic (1997),2.742574257425743,101
875,She's So Lovely (1997),2.7358490566037736,53
672,Candyman (1992),2.723076923076923,65
849,Days of Thunder (1990),2.7169811320754715,53
926,Down Periscope (1996),2.702970297029703,101
569,Wolf (1994),2.701492537313433,67
